,time,open,high,low,close,volume,RSI,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal
140,2021-07-08,345.73,348.33,342.56,345.65,14406457,55.5803,325.8566,343.1876,360.5186,6.8105,-0.174,6.9844
141,2021-07-07,355.26,356.49,350.0,350.49,14218866,60.8611,324.922,342.9284,360.9349,7.5074,0.4794,7.0279
142,2021-07-06,356.5,358.79,349.18,352.78,13488455,63.5124,324.326,342.1325,359.9389,7.7949,0.8868,6.9081
143,2021-07-02,355.1,356.44,352.62,354.7,11524614,65.742,324.041,341.0117,357.9824,7.8153,1.1289,6.6864
144,2021-07-01,346.82,354.6699,346.5,354.39,17137021,65.5607,323.5886,339.5708,355.553,7.5322,1.1281,6.4041
145,2021-06-30,352.165,352.92,347.17,347.71,15107514,61.4829,322.886,338.0109,353.1358,7.0929,0.9708,6.1221
146,2021-06-29,356.27,356.74,349.05,351.89,21417305,66.0254,322.2981,336.9899,351.6817,7.1091,1.2297,5.8794
147,2021-06-28,342.46,358.14,341.77,355.64,29156132,70.3556,322.3192,335.4215,348.5238,6.6008,1.0288,5.572
148,2021-06-25,342.59,344.12,339.68,341.37,14594444,61.4135,323.9101,333.2932,342.6764,5.4743,0.1595,5.3148
149,2021-06-24,341.85,344.9,341.79,343.18,12329096,63.6758,323.7331,332.4431,341.153,5.4096,0.1347,5.2749
150,2021-06-23,339.35,343.4199,338.2,340.59,14817824,61.8064,323.5432,331.3129,339.0825,5.0642,-0.177,5.2412
151,2021-06-22,332.685,339.92,332.6,339.03,15345299,60.6744,323.2468,330.3363,337.4258,4.8133,-0.4722,5.2855
152,2021-06-21,331.09,332.92,327.65,332.29,11337522,55.3676,322.4521,329.4212,336.3902,4.582,-0.8216,5.4036
153,2021-06-18,334.53,336.15,329.0,329.66,23039457,53.0731,319.6104,329.1192,338.628,4.9063,-0.7027,5.609
154,2021-06-17,330.49,337.98,330.15,336.51,17794080,60.6089,318.2564,329.0623,339.8682,5.5166,-0.268,5.7846
155,2021-06-16,336.695,337.55,328.72,331.08,17031281,56.0114,315.8184,328.2783,340.7383,5.5179,-0.3337,5.8516
156,2021-06-15,336.99,339.92,335.03,336.75,15795226,63.1589,313.1618,327.9834,342.805,5.9922,0.0572,5.9351
157,2021-06-14,331.9,336.82,329.81,336.77,12250799,63.1853,311.9598,327.0606,342.1614,5.9331,0.0123,5.9208
158,2021-06-11,332.58,332.83,328.93,331.26,13587916,58.7756,311.0267,326.0386,341.0504,5.7693,-0.1483,5.9177
159,2021-06-10,330.785,333.94,328.545,332.46,13240229,60.2347,308.3419,325.4889,342.636,6.0374,0.0827,5.9548
160,2021-06-09,335.74,336.8,330.0,330.25,13727946,58.4716,305.6417,324.7551,343.8686,6.1696,0.2355,5.9341
161,2021-06-08,336.7,338.2999,332.24,333.68,14580464,62.4627,304.158,324.1767,344.1955,6.4735,0.5983,5.8752
162,2021-06-07,329.48,337.69,328.93,336.58,20136707,65.9995,302.879,323.1764,343.4737,6.4181,0.6925,5.7257
163,2021-06-04,325.9,332.455,325.18,330.35,13289383,61.6701,302.9206,321.7655,340.6103,5.9587,0.4062,5.5525
164,2021-06-03,325.78,327.375,323.48,326.04,12610788,58.2554,302.7063,320.8618,339.0173,5.9201,0.4691,5.451
165,2021-06-02,330.38,331.87,327.1215,329.15,11654275,61.9535,302.412,320.3168,338.2215,6.2234,0.8897,5.3337
166,2021-06-01,330.15,331.42,326.64,329.13,11765906,61.939,302.1982,319.387,336.5757,6.2035,1.0922,5.1113
167,2021-05-28,331.0,332.8684,328.33,328.73,12037430,61.6691,301.8217,318.3614,334.9011,6.0898,1.2515,4.8382
168,2021-05-27,328.0,333.78,326.76,332.75,20477726,66.0402,301.1622,317.2699,333.3776,5.8968,1.3714,4.5254
169,2021-05-26,328.35,329.8299,325.82,327.66,9686917,62.9528,300.1086,315.6405,331.1723,5.1554,0.9729,4.1825
170,2021-05-25,327.08,329.18,324.8,327.79,16436965,63.0889,299.0842,314.3752,329.6663,4.6524,0.7132,3.9393
171,2021-05-24,318.21,325.95,318.03,324.63,16445356,61.1964,297.7744,312.9632,328.1519,3.9295,0.1685,3.761
172,2021-05-21,319.29,319.93,315.8101,316.23,13600901,55.5741,296.4393,311.7351,327.0308,3.2714,-0.4474,3.7188
173,2021-05-20,313.58,319.25,313.16,318.61,17320241,57.7766,295.0805,311.2619,327.4433,3.2391,-0.5916,3.8307
174,2021-05-19,304.185,314.66,303.57,313.59,19106244,54.2234,293.0455,310.4884,327.9314,2.9085,-1.0701,3.9786
175,2021-05-18,315.59,316.5,309.81,309.96,14522403,51.4819,292.1743,310.162,328.1496,2.9553,-1.2909,4.2461
176,2021-05-17,313.55,315.68,311.58,315.46,15401343,56.2188,291.816,310.1832,328.5504,3.3416,-1.2273,4.5688
177,2021-05-14,309.54,316.85,309.08,315.94,19245724,56.6412,291.0229,309.6278,328.2326,3.2261,-1.6496,4.8757
178,2021-05-13,306.0833,308.86,302.7701,305.26,18079160,48.6748,290.4767,308.9633,327.45,2.9828,-2.3052,5.288
179,2021-05-12,301.13,304.96,298.19,302.55,24641010,46.3524,290.9558,309.3532,327.7505,3.7164,-2.148,5.8644
180,2021-05-11,300.75,306.84,299.69,306.53,18920086,49.4008,291.6929,310.0693,328.4456,4.8746,-1.5268,6.4013
181,2021-05-10,314.35,314.5786,304.83,305.97,24239170,48.9623,292.1278,310.4418,328.7559,5.8767,-0.9063,6.783
182,2021-05-07,322.38,322.935,318.75,319.08,15916743,60.3289,292.6827,310.9125,329.1424,7.1273,0.1177,7.0096
183,2021-05-06,314.52,320.24,313.275,320.02,19012241,61.276,292.2388,310.0528,327.8668,7.285,0.3048,6.9802
184,2021-05-05,318.19,321.06,314.49,315.02,15577605,58.0209,291.7284,309.0036,326.2789,7.2846,0.3806,6.904
185,2021-05-04,320.025,322.19,313.12,318.36,24032557,61.2125,291.1961,308.3703,325.5445,7.6873,0.8785,6.8088
186,2021-05-03,326.17,328.55,321.84,322.58,18719462,65.4356,290.5894,307.3188,324.0482,7.7493,1.1601,6.5892
187,2021-04-30,326.1435,329.82,324.5,325.08,26332423,68.017,290.2032,305.7123,321.2215,7.2862,0.987,6.2992
188,2021-04-29,330.12,331.81,321.61,329.51,56526771,72.7385,289.7145,303.6736,317.6328,6.3344,0.282,6.0525
189,2021-04-28,307.36,310.92,305.37,307.1,33907210,59.5483,290.4275,300.954,311.4806,4.5765,-1.4055,5.982
